Description	Price	Prime	Url	Ratings
Quntis Screen Monitor Lampada a LED USB per protezione degli occhi, lampada da scrivania regolabile in colori dimmerabili senza sfarfallio, lampada da lavoro salvaspazio lampada da schermo	37,95 €	1	/Quntis-protezione-regolabile-dimmerabili-salvaspazio/dp/B083BL5TDC/ref=sr_1_148?dchild=1&keywords=computer&qid=1604664395&sr=8-148	4,6
AITOO Webcam HD 1080p con microfono, Full HD 1080P Webcam USB Pc Computer Camera con Microfono Driver Video Webcam per Insegnare Online Live Broadcast	19,87 €	1	/AITOO-microfono-Microfono-Insegnare-Broadcast/dp/B089W8B4M6/ref=sr_1_149?dchild=1&keywords=computer&qid=1604664395&sr=8-149	-1
"DELL Latitude 5500 Nero Computer portatile 39,6 cm (15.6"") 1920 x 1080 Pixel Intel® Core™ i7 di ottava generazione i7-8665U 16 GB DDR4-SDRAM 512 GB SSD"	1.519,43 €	1	/DELL-Latitude-P2MT0-i7-8665U-512GB/dp/B07SQFRP76/ref=sr_1_150?dchild=1&keywords=computer&qid=1604664395&sr=8-150	-1
Beelink U57 Mini PC Intel Core i5-5257U Processore Windows 10, Mini Computer Desktop con 8G RAM+ 512G SSD/Doppio HDMI/Doppio WiFi/Tipo-C/Gigabit Ethernet/BT 4.0	388,90 €	1	/Beelink-i5-5257U-Processore-Computer-Ethernet/dp/B08JBTPTR3/ref=sr_1_151?dchild=1&keywords=computer&qid=1604664395&sr=8-151	-1
Teaisiy Webcam per PC, Webcam con Microfono HD 1080P 30PFS Può Essere Fisso per Videochiamate, Studio, Conferenza, Registrazione e Lavoro, Video Camera USB 2.0 per Desktop, Laptop, Smart TV	24,99 €	1	/Teaisiy-Microfono-Videochiamate-Conferenza-Registrazione/dp/B088NWCPW7/ref=sr_1_152?dchild=1&keywords=computer&qid=1604664395&sr=8-152	4,6
Apple Smart Cover (per iPad - ottava generazione) - Verde Cipro	54,89 €	1	/Apple-Smart-Cover-ottava-generazione/dp/B08J685X4P/ref=sr_1_148?dchild=1&keywords=computer&qid=1604664497&sr=8-148	5,0
"DELL Latitude 5500 Nero Computer portatile 39,6 cm (15.6"") 1920 x 1080 Pixel Intel® Core™ i7 di ottava generazione i7-8665U 16 GB DDR4-SDRAM 512 GB SSD"	1.519,43 €	1	/DELL-Latitude-P2MT0-i7-8665U-512GB/dp/B07SQFRP76/ref=sr_1_149?dchild=1&keywords=computer&qid=1604664497&sr=8-149	-1
iVoler [6 Pack] Webcam Cover, Copri Webcam Slider Copertura Webcam Ultra Sottile Camera Cover per Macboook PRO, iPad, iPhone, Computer Portatile, Laptop, PC, Tablet, Smartphones - (Nero)	5,99 €	1	/iVoler-Copertura-Macboook-Portatile-Smartphones/dp/B07KS9Z4RF/ref=sr_1_150?dchild=1&keywords=computer&qid=1604664497&sr=8-150	4,4
LOVEVOOK Zaino per Computer Portatile da università Moda, 15,6 Pollici Laptop Donna Impermeabile, Borsa Porta PC Elegante con Caricatore USB, Zaini per Laptop Casual Lavoro/Viaggi/Affari/Scuola	33,99 €	1	/LOVEVOOK-Portatile-universit%C3%A0-Impermeabile-Caricatore/dp/B08HRG6YH3/ref=sr_1_151?dchild=1&keywords=computer&qid=1604664497&sr=8-151	4,8
"ASUS ROG Strix G15 G512LI-HN113T, Notebook Monitor 15,6"" FHD Anti-Glare 144Hz, Intel Core i7-10750H, RAM 16GB DDR4, Grafica NVIDIA GeForce GTX1650 Ti 4GB, 512GB SSD PCIE, Windows10 Home, Nero scuro"	1.199,00 €	0	/ASUS-G512LI-HN113T-Anti-Glare-i7-10750H-Windows10/dp/B086VR1G9F/ref=sr_1_152?dchild=1&keywords=computer&qid=1604664497&sr=8-152	4,3
"ASUS ZenBook PRO UX581LV-H2024T Notebook/Portatile Computer Portatile 39,6 cm (15.6"") 3840 x 2160 Pixel Touch Screen Intel® Core i9 di Decima Generazione 32 GB DDR4-SDRAM 1000 GB NVIDIA® GeForce"	4.057,53 €	0	/ASUS-UX581LV-H2024T-Portatile-Generazione-DDR4-SDRAM/dp/B086RDWZSM/ref=sr_1_153?dchild=1&keywords=computer&qid=1604664497&sr=8-153	4,0
"Microsoft Surface Laptop 3, 13"", Core i5, RAM 8 GB, SSD 256 GB, Nero"	1.398,99 €	1	/Microsoft-Surface-Laptop-Core-Nero/dp/B07XVTHTC2/ref=sr_1_154?dchild=1&keywords=computer&qid=1604664497&sr=8-154	4,5
CHUWI AeroBook Plus Portatile Ultrabook 15.6 Pollici Laptop WIN10 Home Intel Iris Graphics 550 (i5) 8GB RAM 256GB SSD 3840 * 2160 Type c M.2 HD video port WiFi, BT4.2, Grigio	0 €	0	/CHUWI-AeroBook-Plus-Portatile-Ultrabook/dp/B08BF6ZGVX/ref=sr_1_155?dchild=1&keywords=computer&qid=1604664497&sr=8-155	4,7
Umitive Altoparlante USB per Computer con Stereo Surround 3D, Ampia Compatibilità, Design Antiscivolo, Plug And Play, Mini Casse Soundbar Computer Portatile per Home Theater, Ufficio e Dormitorio	16,99 €	1	/Umitive-Altoparlante-Compatibilit%C3%A0-Antiscivolo-Dormitorio/dp/B08JTRML6R/ref=sr_1_156?dchild=1&keywords=computer&qid=1604664497&sr=8-156	4,6
"Mobile Pixels Trio Max – Sistema di monitor portatile da 14"", per computer portatili, colore: nero"	281,31 €	1	/Mobile-Pixels-Trio-Max-portatile/dp/B08FXQQ4SJ/ref=sr_1_157?dchild=1&keywords=computer&qid=1604664497&sr=8-157	3,5
Eagle Eye	3,99 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.56ac3cf7-5cde-4390-1e0d-6e2cc7714e3c%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07WG4F29Q&ref=sr_1_158&keywords=computer&qid=1604664497&sr=8-158	4,7
Masterizzatore Esterno Blu Ray 3D, Lettore DVD Blu Ray Esterno 4K Portatile USB 3.0 BD CD DVD RW Rom Player Burner per Laptop/Desktop, Mac/OS/XP/Win7/Win8	89,99 €	1	/Masterizzatore-Esterno-Lettore-Portatile-Desktop/dp/B08HWYGP64/ref=sr_1_159?dchild=1&keywords=computer&qid=1604664497&sr=8-159	4,7
"NIDOO 14 Pollici Laptop Sleeve Custodia Computer Portatile Borsa Protettiva per 14"" Lenovo Chromebook S330 / Lenovo ThinkPad E490 T490 T490s T590 / HP ProBook 645 G4 / Acer Swift 5 7,Blu"	15,99 €	1	/Nidoo-Custodia-protettiva-portatile-Scarpette/dp/B07R9SVGCJ/ref=sr_1_160?dchild=1&keywords=computer&qid=1604664497&sr=8-160	4,7
"MSI Gaming GS66 10SGS-205 Stealth Nero Computer Portatile 39,6 cm (15.6"") 1920 x 1080 Pixel Intel® Core i7 di Decima Generazione 16 GB DDR4-SDRAM 1000 GB SSD NVIDIA GeForce RTX 2080 Super Wi-Fi 6"	4.020,24 €	1	/MSI-10SGS-205-Portatile-Generazione-DDR4-SDRAM/dp/B086N797P6/ref=sr_1_161?dchild=1&keywords=computer&qid=1604664497&sr=8-161	5,0
"Acer Nitro 5 AN515-54-55CQ Notebook Gaming, Intel Core i5-9300H, Ram 8 GB, 512 GB PCIe NVMe SSD, Display 15.6"" FHD IPS 60 Hz LCD, Nvidia GeForce GTX 1650 4 GB GDDR5, No Sistema Operativo"	899,00 €	1	/Acer-AN515-54-55CQ-Notebook-i5-9300H-Operativo/dp/B084XLFCX3/ref=sr_1_162?dchild=1&keywords=computer&qid=1604664497&sr=8-162	3,1
"Lenovo ThinkBook 15 Grigio Computer Portatile 39,6 cm (15.6"") 1920 x 1080 Pixel Intel® Core i7 di Decima Generazione 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) ThinkBook 15, Intel®"	1.084,61 €	1	/Lenovo-ThinkBook-Portatile-Generazione-DDR4-SDRAM/dp/B08656628P/ref=sr_1_163?dchild=1&keywords=computer&qid=1604664497&sr=8-163	2,7
"LENOVO Essential V145 Notebook 15,6"" HD (1366x768) Ram 4GB, SSD 256GB, CPU AMD A4, Radeon R3, WIFI Bluetooth Webcam Win 10 Integrato (256GB SSD)"	0 €	0	/Essential-Notebook-1366x768-Bluetooth-Integrato/dp/B07RG7H8T5/ref=sr_1_168?dchild=1&keywords=computer&qid=1604664497&sr=8-168	4,1
"KROSER Borsa del Portatile Cartella Leggera Espandibile Aggiornata da 18"" per Laptop 17.3"" Borsa da Lavoro Premium Borsa Messenger Idrorepellente con Tasche RFID per Scuola/Viaggio/Donna/Uomo-Nero"	32,99 €	1	/KROSER-Portatile-Espandibile-Aggiornata-Idrorepellente/dp/B0885Z3MB3/ref=sr_1_169?dchild=1&keywords=computer&qid=1604664497&sr=8-169	4,6
"Apple MacBook Air Oro Computer Portatile 33,8 cm (13.3"") 2560 x 1600 Pixel Intel® Core i3 di Decima Generazione 8 GB LPDDR4x-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) macOS Catalina MacBook Air,"	0 €	0	/Apple-Computer-Portatile-Generazione-LPDDR4x-SDRAM/dp/B0863ZJ1T3/ref=sr_1_170?dchild=1&keywords=computer&qid=1604664497&sr=8-170	4,7
"HP - Gaming Pavilion 16-a0019nl Notebook, Intel Core i7-10750H, RAM 16 GB, SSD 512 GB, NVIDIA GeForce GTX 1650Ti 4 GB, Windows 10 Home, Schermo 16.1"" FHD IPS, Webcam, USB-C, HDMI, RJ-45, Nero"	1.299,99 €	1	/HP-Pavilion-16-a0019nl-Notebook-i7-10750H/dp/B08BKV4VVW/ref=sr_1_171?dchild=1&keywords=computer&qid=1604664497&sr=8-171	5,0
"HP - Gaming OMEN 15-dh1002nl Notebook, Intel Core i7-10750H, RAM 16 GB, SSD 512 GB, NVIDIA GeForce RTX 2070 8 GB, Windows 10 Home, Schermo 15.6"" FHD IPS 144 Hz, Bang&Olufsen, USB-C, HDMI, RJ-45, Nero"	1.899,00 €	1	/HP-15-dh1002nl-Notebook-i7-10750H-GeForce/dp/B08BKSM5MM/ref=sr_1_172?dchild=1&keywords=computer&qid=1604664497&sr=8-172	4,5
"Apple MacBook PRO Grigio Computer Portatile 33,8 cm (13.3"") 2560 x 1600 Pixel Intel® Core i5 di Decima Generazione 16 GB LPDDR4x-SDRAM 512 GB SSD Wi-Fi 5 (802.11ac) macOS Catalina MacBook"	0 €	0	/Apple-Computer-Portatile-Generazione-LPDDR4x-SDRAM/dp/B08833J7GD/ref=sr_1_173?dchild=1&keywords=computer&qid=1604664497&sr=8-173	4,8
Beelink BT3PRO II Mini PC, Mini Computer Desktop con HDMI e VGA, Processore Intel Atom X5-Z8350, WiFi da 4GB+64GB, 2,4G/5,8G Dual Band, BT 4.0, 4K, 1000 Mbps LAN, Supporto Windows 10	156,99 €	1	/Beelink-Computer-Processore-X5-Z8350-Supporto/dp/B07JJ913RP/ref=sr_1_174?dchild=1&keywords=computer&qid=1604664497&sr=8-174	4,0
Anykuu Webcam 1080p Full HD con Microfono USB Webcam Compatibile con Windows per Laptop PC Desktop USB 2.0 Supporto Vari Strumenti di Chat e Software di videoconferenza	29,99 €	1	/Anykuu-Microfono-Compatibile-Strumenti-videoconferenza/dp/B08BHHBYDY/ref=sr_1_175?dchild=1&keywords=computer&qid=1604664497&sr=8-175	4,3
MOSISO Custodia MacBook PRO 16 Pollici 2020 2019 Case A2141 con Touch Bar e Touch ID, Ultra Sottile Plastica Custodia Protettiva Rigida Compatibile con MacBook PRO 16 Pollici, Rosa	12,99 €	1	/MOSISO-Custodia-Plastica-Protettiva-Compatibile/dp/B081PST29N/ref=sr_1_176?dchild=1&keywords=computer&qid=1604664497&sr=8-176	4,0
Inateck Custodia PC 15-15.6 Pollici Borsa per Laptop Chromebook, Notebook, Matebook, Ultrabook e Netbook HP/Acer/Dell/Lenovo/Sony/Toshiba, con Borsa per Accessori - Grigio	20,99 €	1	/Inateck-Custodia-Chromebook-Ultrabook-Accessori/dp/B08KFZQK6G/ref=sr_1_177?dchild=1&keywords=computer&qid=1604664497&sr=8-177	4,7
PICTEK Mouse Gaming, Mouse RGB Ergonomico da 8000 DPI (5 livelli), 8 Pulsanti Programmabili, 7 Modalità di Illuminazione RGB Personalizzabili, Mouse USB per PC, laptop, MacBook	19,99 €	1	/PICTEK-Ergonomico-Programmabili-Illuminazione-Personalizzabili/dp/B089R4X9V5/ref=sr_1_178?dchild=1&keywords=computer&qid=1604664497&sr=8-178	4,7
"HP - PC Chromebook 14a-na0003nl, Intel Celeron N4000, RAM 4 GB, eMMC 64 GB, Sistema Operativo Chrome OS, Google Play Store, Schermo FHD 14"", Audio Bang&Olufsen, USB-C, Webcam, Argento [CB]"	0 €	0	/HP-Chromebook-14a-na0003nl-Celeron-Operativo/dp/B087GKJ2RR/ref=sr_1_179?dchild=1&keywords=computer&qid=1604664497&sr=8-179	4,2
"Apple MacBook PRO Grigio Computer Portatile 40,6 cm (16"") 3072 x 1920 Pixel 9th Gen Intel® Core i9 16 GB DDR4-SDRAM 1024 GB SSD macOS Catalina MacBook PRO, 9th Gen Intel® Core i9, 2,3"	0 €	0	/Apple-Computer-Portatile-DDR4-SDRAM-Catalina/dp/B081FX5SRY/ref=sr_1_180?dchild=1&keywords=computer&qid=1604664497&sr=8-180	4,6
"Acer Aspire C24-320 Computer Fisso All in One, Pc Desktop con Processore AMD A9 A9-9425, Ram 8 GB DDR4, 256 GB M.2 SATA SSD, Display 23.8"" FHD IPS, AMD Radeon R5, Wireless Lan, Windows 10 Home"	599,00 €	1	/Acer-C24-320-Computer-Processore-Wireless/dp/B087DL3WKF/ref=sr_1_181?dchild=1&keywords=computer&qid=1604664497&sr=8-181	4,4
Season 03	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.26b1dbc1-e94d-9a56-1644-66a74e5842f8%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07WH4FTWS&ref=sr_1_182&keywords=computer&qid=1604664497&sr=8-182	-1
MSI X470 Gaming Pro Max X470.	126,09 €	0	/MSI-X470-Gaming-Pro-Max/dp/B07WC8VKWG/ref=sr_1_183?dchild=1&keywords=computer&qid=1604664497&sr=8-183	4,7
"ASUS TUF VR Ready Gaming Laptop, 15.6"" IPS FHD, AMD Ryzen 7-4800H Octa-Core 4.20 GHz, NVIDIA RTX 2060, 16GB RAM, 512GB SSD+1TB HDD, RGB Backlit KB, RJ-45 Ethernet, Win 10 QWERTY US Version"	1.236,79 €	0	/ASUS-7-4800H-Octa-Core-Backlit-Ethernet/dp/B089NWYMY9/ref=sr_1_184?dchild=1&keywords=computer&qid=1604664497&sr=8-184	-1
"Acer Aspire 3 A315-56-582U Computer Portatile Nero 39,6 cm (15.6"") 1920 x 1080 Pixel Intel® Core i5 di Decima Generazione 8 GB DDR4-SDRAM 1000 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Home"	1.207,62 €	1	/Acer-A315-56-582U-Portatile-Generazione-DDR4-SDRAM/dp/B0875CKBGH/ref=sr_1_185?dchild=1&keywords=computer&qid=1604664497&sr=8-185	-1
"Nuovo Apple MacBook Pro (13"", 16GB RAM, 512GB Memoria SSD, Magic Keyboard) - Argento"	2.029,02 €	1	/Nuovo-Apple-MacBook-Memoria-Keyboard/dp/B0882T64W8/ref=sr_1_186?dchild=1&keywords=computer&qid=1604664497&sr=8-186	4,6
"ASUS Chromebook C223NA-GJ0067, Notebook con Monitor 11.6"" HD Anti-Glare, Intel Celeron N3350, RAM 4GB LPDDR4, 32G eMMC, Sistema operativo Chrome, Grigio"	269,00 €	1	/ASUS-Chromebook-C223NA-GJ0067-Anti-Glare-operativo/dp/B0895CRMC6/ref=sr_1_187?dchild=1&keywords=computer&qid=1604664497&sr=8-187	-1
Salviette Schermo Confezionate Singolarmente, Salviette Disinfettanti Pulitori antibatterici per Monitor, Salviette per Schermo a Sfregamento per Laptop iPad Tablet LCD PC Schermo (120 Pezzi)	15,99 €	1	/Confezionate-Singolarmente-Disinfettanti-antibatterici-Sfregamento/dp/B08KG3QNV2/ref=sr_1_188?dchild=1&keywords=computer&qid=1604664497&sr=8-188	4,4
Kit Connettore grigio 10 vie per body computer Panda completo	8,49 €	1	/Connettore-grigio-computer-completo-71745167/dp/B07D4G3H3C/ref=sr_1_189?dchild=1&keywords=computer&qid=1604664497&sr=8-189	4,7
Orkney - Zaino per computer portatile, unisex, impermeabile, antifurto, porta di ricarica USB, zaino da viaggio, lavoro, lavoro, ufficio	52,90 €	1	/Orkney-computer-portatile-impermeabile-antifurto/dp/B08KY2V8FW/ref=sr_1_190?dchild=1&keywords=computer&qid=1604664497&sr=8-190	-1
"Notebook Pc Portatile Lenovo Led da 15.6"" / Cpu Amd A4 2.30GHz / Ram 4Gb Ddr4 / Ssd 256gb / Grafica Radeon R3 / Hdmi / Masterizzatore / Wi fi / Bluetooth / Office Open surce / Windows 10 professional"	0 €	0	/Portatile-Lenovo-Masterizzatore-Bluetooth-professional/dp/B07RT2MM57/ref=sr_1_191?dchild=1&keywords=computer&qid=1604664497&sr=8-191	3,9
MOSOTECH Raccogli Cavi 2 Pezzi, 2x3m Guaina per Cavi Flessibile Nascondi Cavi Copricavi per TV/Computer/Audio Manicotti Protezione (2.6cm Ø et 2.2cmØ),Nero	14,36 €	1	/MOSOTECH-Flessibile-Copricavi-Manicotti-Protezione/dp/B086KVG72Z/ref=sr_1_192?dchild=1&keywords=computer&qid=1604664497&sr=8-192	4,1
"KKmoon Borsa Morbida della Cerniera Lampo Sacchetto della Chiusura Lampo per 14 Pollici 14"" Ultrabook Laptop Notebook Portatile"	10,59 €	1	/KKmoon-Cerniera-Sacchetto-Ultrabook-Portatile/dp/B00ZQJQXHO/ref=sr_1_193?dchild=1&keywords=computer&qid=1604664497&sr=8-193	4,0
"Acer Swift 1 SF114-32-P25J PC Portatile, Notebook, Processore Intel Pentium N5000, Ram 4 GB, 128 GB SSD, Display 14"" FHD IPS LED, 1.3 Kg, Batteria 16 ore, Windows 10 Home in S mode, Spessore 14.95mm"	449,00 €	1	/Acer-SF114-32-P25J-Portatile-Notebook-Processore/dp/B087D3GNCQ/ref=sr_1_194?dchild=1&keywords=computer&qid=1604664497&sr=8-194	4,4
AILIHEN C8 - Cuffie con microfono e controllo del volume, pieghevoli, leggere, per cellulari, tablet, smartphone, computer portatile, PC, MP3/4, colore: Oro rosa	19,98 €	1	/AILIHEN-microfono-controllo-pieghevoli-smartphone/dp/B08GKP5Q2B/ref=sr_1_195?dchild=1&keywords=computer&qid=1604664497&sr=8-195	4,2
"Apple MacBook Air Oro Computer Portatile 33,8 cm (13.3"") 2560 x 1600 Pixel Intel® Core i5 di Decima Generazione 8 GB LPDDR4x-SDRAM 512 GB SSD Wi-Fi 5 (802.11ac) macOS Catalina MacBook Air,"	0 €	0	/Apple-Computer-Portatile-Generazione-LPDDR4x-SDRAM/dp/B0863YJ7MW/ref=sr_1_196?dchild=1&keywords=computer&qid=1604664497&sr=8-196	4,6
Mini PC,Intel Celeron J4125,8GB RAM+120GB ROM,Windows 10 Pro(64-bit),Supporto 2.5'' SATA SSD/HDD,Dual WiFi 2.4/5G, Bluetooth 4.2,4K HD,2 HDMI+1 VGA +USB 3.0 Porta AK3 Mini Computer Desktop	239,90 €	1	/Celeron-Windows-Supporto-Bluetooth-Computer/dp/B089T4B234/ref=sr_1_197?dchild=1&keywords=computer&qid=1604664497&sr=8-197	3,8
"Hp 255g7 Nero Computer Portatile 39,6cm (15.6\"") 1366x768 Pixel 2,6ghz Amd a A6-9225"	0 €	0	/HP-Computer-portatile-Pixel-A6-9225/dp/B07MXXFSQJ/ref=sr_1_198?dchild=1&keywords=computer&qid=1604664497&sr=8-198	5,0
Diablo Guardian - Season 2	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.72b4ed0f-db65-45ae-cb32-2fc912e290b5%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07WG4DDT2&ref=sr_1_199&keywords=computer&qid=1604664497&sr=8-199	-1
1080p webcam pc con microfono windows 10 usb fisso trust Videocamera per computer di rete fotocamera del computer Videocamera live USB Desktop Web Cam	22,99 €	1	/microfono-windows-Videocamera-computer-fotocamera/dp/B088LLL3PM/ref=sr_1_196?dchild=1&keywords=computer&qid=1604664598&sr=8-196	4,2
DILC Airo W Pc Desktop Intel Quad Core 2.00 ghz Ram 8 gb Ssd 480 gb WiFi Masterizzatore Licenza Windows 10 PRO	239,90 €	1	/COMPUTER-FISSO%E2%96%ACLICENZA-PRO%E2%96%ACASSEMBLATO-QUAD-CORE-1TB%E2%96%ACWIFI%E2%96%ACMASTERIZZATORE%E2%96%ACDILC/dp/B07G4DZ7N6/ref=sr_1_197?dchild=1&keywords=computer&qid=1604664598&sr=8-197	4,0
Crucial Ballistix BL2K8G36C16U4B 3600 MHz, DDR4, DRAM, Memoria Gaming Kit per Computer Fissi, 16GB (8GB x2), CL16, Nero	76,22 €	1	/Crucial-Ballistix-BL2K8G36C16U4B-Memoria-Computer/dp/B083V93HJG/ref=sr_1_198?dchild=1&keywords=computer&qid=1604664598&sr=8-198	4,8
Season 03	0 €	0	/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.26b1dbc1-e94d-9a56-1644-66a74e5842f8%26ref_%3Ddvm_src_ret_it_xx_s&page-type-id=B07WH4FTWS&ref=sr_1_199&keywords=computer&qid=1604664598&sr=8-199	-1
"HP OMEN 17-cb1085ng Computer Portatile Nero 43,9 cm (17.3"") 1920 x 1080 Pixel Intel® Core i7 di Decima Generazione 16 GB DDR4-SDRAM 1512 GB HDD+SSD NVIDIA GeForce RTX 2080 Super Wi-Fi 6 (802.11ax)"	3.029,61 €	0	/HP-17-cb1085ng-Portatile-Generazione-DDR4-SDRAM/dp/B0895G8FF1/ref=sr_1_200?dchild=1&keywords=computer&qid=1604664598&sr=8-200	4,6
"HuaNuo Supporto per Laptop con Cuscino, Tappetino per Mouse e Pad da Polso Integrati per Notebook Fino a 17"", con Supporto per Tablet, Penna e Telefono"	59,99 €	1	/HuaNuo-Supporto-Tappetino-Integrati-Notebook/dp/B07NMCQ7CN/ref=sr_1_201?dchild=1&keywords=computer&qid=1604664598&sr=8-201	4,6
PC Computer Desktop Fujitsu Esprimo E5731 SFF, Windows 10 Professional, Intel Core 2 Duo, Memoria Ram 4GB DDR3, HDD 250GB, DVD-ROM (Ricondizionato)	0 €	0	/Computer-Desktop-Fujitsu-Professional-Ricondizionato/dp/B08D7NWBQG/ref=sr_1_202?dchild=1&keywords=computer&qid=1604664598&sr=8-202	4,7
"Acer Swift 3 SF314-58-597S Pc Portatile, Notebook con Processore Intel Core i5-10210U, 8 GB DDR4, 512 GB PCIe NVMe SSD, Display 14"" FHD IPS LED LCD, Scheda Grafica Intel UHD, Windows 10 Home, Silver"	749,00 €	1	/Acer-SF314-58-597S-Portatile-Processore-i5-10210U/dp/B084XLQDBS/ref=sr_1_203?dchild=1&keywords=computer&qid=1604664598&sr=8-203	4,2
HP 255 G7 senza Sistema Operativo (FreeDOS)	0 €	0	/HP-Notebook-A4-9125-Schermo-FreeDos/dp/B07V5W1VN7/ref=sr_1_204?dchild=1&keywords=computer&qid=1604664598&sr=8-204	4,2
TITANWOLF - RGB Tappetino per Mouse da Gioco XXL - Mouse Pad Gaming - 800x300mm - Global basic11 LED Colori e Effetti di Luce - Precisione e velocità - Lavabile - per Computer PC e Laptop -	19,99 €	1	/TITANWOLF-Tappetino-800x300mm-Precisione-velocit%C3%A0/dp/B08JLY32FM/ref=sr_1_205?dchild=1&keywords=computer&qid=1604664598&sr=8-205	2,0
Zaino da viaggio per computer portatile, grande capacità, antifurto, con porta di ricarica USB e jack per cuffie, zaino impermeabile in pelle PU per uomini e donne, adatto per laptop da 15,6 pollici	15,99 €	1	/computer-portatile-capacit%C3%A0-antifurto-impermeabile/dp/B081N3P494/ref=sr_1_206?dchild=1&keywords=computer&qid=1604664598&sr=8-206	4,5
"Elekin Supporto per Computer Portatile,Supporto per Laptop Ventilato in Alluminio,Supporto PC Portatile 6 Livelli Angolazione Regolabile Pieghevole Supporto per PC/iPad/Notebook/Tablet,10-17"""	17,99 €	1	/Elekin-Portatile-Angolazione-Regolabile-Pieghevole/dp/B085ZDP8WQ/ref=sr_1_207?dchild=1&keywords=computer&qid=1604664598&sr=8-207	4,6
PC FISSO COMPUTER DESKTOP INTEL CORE i7 2600 - RAM 16 GB - SSD 120 HDD 1TB - SCHEDA VIDEO DEDICATA 4 GB LICENZA ORIGINALE MICROSOFT WINDOWS 10 PRO	558,75 €	0	/FISSO-COMPUTER-DESKTOP-INTEL-CORE/dp/B07CL84976/ref=sr_1_208?dchild=1&keywords=computer&qid=1604664598&sr=8-208	4,3
Fanless Mini PC, Intel Atom Z8350 Computer Stick Sistema operativo Windows 10, 2 GB DDR 32 GB eMMC, Supporto 4K HD, 3D, 2.4G / 5.0G Wifi, BT, 2 porte USB, per Office Education Entertainment ecc.	139,00 €	1	/Computer-operativo-Supporto-Education-Entertainment/dp/B08H81X1F9/ref=sr_1_209?dchild=1&keywords=computer&qid=1604664598&sr=8-209	-1
MODKON Webcam, 1080P HD PC Webcam con Microfono e Cover per Computer Desktop Laptop, Web Camera USB Plug And Play per Youtube Studio Online Chiamata, Videochiamate Conferenza.	22,99 €	1	/MODKON-Microfono-Computer-Videochiamate-Conferenza/dp/B08GQW1598/ref=sr_1_210?dchild=1&keywords=computer&qid=1604664598&sr=8-210	3,8
BONTEC Supporto per Monitor in Legno, Supporto per Monitor da Scrivania con Supporto per Smartphone e Gestione dei Cavi, Supporto Ergonomico per Laptop, Computer, Notebook, iMac, W420 x D235 x H104mm	16,79 €	1	/1home-Supporto-monitore-altoparlante-portatile/dp/B01M6CZ4AA/ref=sr_1_211?dchild=1&keywords=computer&qid=1604664598&sr=8-211	4,5
"Acer Nitro 5 AN515-44-R6WC Notebook Gaming con Processore AMD Ryzen 7 4800H, Ram 8 GB DDR4, 512 GB PCIe NVMe SSD, Display 15.6"" FHD IPS LED LCD, NVIDIA GeForce GTX 1650 4 GB, Windows 10 Home"	1.099,00 €	1	/Acer-AN515-44-R6WC-Notebook-Processore-Display/dp/B087D42TS5/ref=sr_1_216?dchild=1&keywords=computer&qid=1604664598&sr=8-216	4,5
"LENOVO Essential V145 Notebook 15,6"" HD (1366x768) Ram 4GB, SSD 256GB, CPU AMD A4, Radeon R3, WIFI Bluetooth Webcam Win 10 Integrato (256GB SSD)"	0 €	0	/Essential-Notebook-1366x768-Bluetooth-Integrato/dp/B07RG7H8T5/ref=sr_1_217?dchild=1&keywords=computer&qid=1604664598&sr=8-217	4,1
"Notebook Pc Portatile Lenovo Led da 15.6"" / Cpu Amd A4 2.30GHz / Ram 4Gb Ddr4 / Ssd 256gb / Grafica Radeon R3 / Hdmi / Masterizzatore / Wi fi / Bluetooth / Office Open surce / Windows 10 professional"	0 €	0	/Portatile-Lenovo-Masterizzatore-Bluetooth-professional/dp/B07RT2MM57/ref=sr_1_218?dchild=1&keywords=computer&qid=1604664598&sr=8-218	3,9
Lemnoi Webcam Full HD 1080P con Microfono, Webcam Web USB 2.0/3.0 per PC, Webcam per Computer Plug And Play per videochiamate, Laptop, Facebook, Streaming Live, Youtube, Giochi e conferenze	15,99 €	1	/Lemnoi-Microfono-videochiamate-Streaming-conferenze/dp/B087CSZTNM/ref=sr_1_219?dchild=1&keywords=computer&qid=1604664598&sr=8-219	3,7
